A new study created in memory with name: PCA_LGBM
Trial 0 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 27, 'max_depth': 20, 'min_child_samples': 3}. Best is trial 0 with value: 0.8333333333333334.
A new study created in memory with name: PCA_LR
Trial 0 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.5707478748578964, 'C': 0.02993117133778686}. Best is trial 0 with value: 0.7391304347826086.
Trial 1 finished with value: 0.7565217391304347 and parameters: {'l1_ratio': 0.9341736778340851, 'C': 0.01866484562196719}. Best is trial 1 with value: 0.7565217391304347.
Trial 2 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.7381077147167626, 'C': 0.010822137988328137}. Best is trial 1 with value: 0.7565217391304347.
Trial 3 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.19570147748716682, 'C': 0.23511625050376042}. Best is trial 1 with value: 0.7565217391304347.
Trial 4 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.45344796441715285, 'C': 0.40544685117642626}. Best is trial 1 with value: 0.7565217391304347.
Trial 5 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.9843768448706974, 'C': 0.426206903473438}. Best is trial 1 with value: 0.7565217391304347.
Trial 6 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.752357549908671, 'C': 0.16805833596246555}. Best is trial 1 with value: 0.7565217391304347.
Trial 7 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.7543836063913258, 'C': 0.036527681886301205}. Best is trial 1 with value: 0.7565217391304347.
Trial 8 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.5075087827326452, 'C': 0.2851715165744254}. Best is trial 1 with value: 0.7565217391304347.
Trial 9 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.926044098318572, 'C': 0.33237511656855967}. Best is trial 1 with value: 0.7565217391304347.
Trial 10 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.010094684076569549, 'C': 0.8755289565940257}. Best is trial 1 with value: 0.7565217391304347.
Trial 11 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.5108398040549151, 'C': 0.03981005362188694}. Best is trial 1 with value: 0.7565217391304347.
Trial 12 finished with value: 0.7565217391304347 and parameters: {'l1_ratio': 0.89143001920971, 'C': 0.017814324278339063}. Best is trial 1 with value: 0.7565217391304347.
Trial 13 finished with value: 0.7652173913043477 and parameters: {'l1_ratio': 0.9511181685993493, 'C': 0.012377374553166712}. Best is trial 13 with value: 0.7652173913043477.
Trial 14 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.995455427794056, 'C': 0.010290684454571871}. Best is trial 13 with value: 0.7652173913043477.
Trial 15 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.8450350866859475, 'C': 0.06714463988837256}. Best is trial 13 with value: 0.7652173913043477.
Trial 16 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.8345058479537978, 'C': 0.0250846622683529}. Best is trial 13 with value: 0.7652173913043477.
Trial 17 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.6392099806797957, 'C': 0.017036130662271252}. Best is trial 13 with value: 0.7652173913043477.
Trial 18 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.9839646569191625, 'C': 0.06996655476828985}. Best is trial 13 with value: 0.7652173913043477.
Trial 19 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.8724795877245227, 'C': 0.01626621693161411}. Best is trial 13 with value: 0.7652173913043477.
Trial 20 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.6495397088015047, 'C': 0.05585356772469152}. Best is trial 13 with value: 0.7652173913043477.
Trial 21 finished with value: 0.7565217391304347 and parameters: {'l1_ratio': 0.8771040610816224, 'C': 0.02048285983008991}. Best is trial 13 with value: 0.7652173913043477.
Trial 22 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.9248275019698454, 'C': 0.013978521450491322}. Best is trial 13 with value: 0.7652173913043477.
Trial 23 finished with value: 0.7478260869565216 and parameters: {'l1_ratio': 0.8132094848813798, 'C': 0.022754909024726894}. Best is trial 13 with value: 0.7652173913043477.
Trial 24 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.9965889441439583, 'C': 0.010175957735051982}. Best is trial 13 with value: 0.7652173913043477.
Trial 25 finished with value: 0.7217391304347825 and parameters: {'l1_ratio': 0.8930212442745733, 'C': 0.015559336659797874}. Best is trial 13 with value: 0.7652173913043477.
Trial 26 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.7890987806788663, 'C': 0.027028905414791082}. Best is trial 13 with value: 0.7652173913043477.
Trial 27 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.9194092166210864, 'C': 0.04138238884638017}. Best is trial 13 with value: 0.7652173913043477.
Trial 28 finished with value: 0.7478260869565216 and parameters: {'l1_ratio': 0.7107932186766548, 'C': 0.018173829315872445}. Best is trial 13 with value: 0.7652173913043477.
Trial 29 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.8232960497088857, 'C': 0.028211390772426456}. Best is trial 13 with value: 0.7652173913043477.
Trial 30 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.9324380250476527, 'C': 0.013645068039952907}. Best is trial 13 with value: 0.7652173913043477.
Trial 31 finished with value: 0.7478260869565216 and parameters: {'l1_ratio': 0.8645627652585212, 'C': 0.021517354791695073}. Best is trial 13 with value: 0.7652173913043477.
Trial 32 finished with value: 0.7652173913043478 and parameters: {'l1_ratio': 0.8862957299827059, 'C': 0.02030385841114419}. Best is trial 32 with value: 0.7652173913043478.
Trial 33 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.7906661053319949, 'C': 0.012685772164004839}. Best is trial 32 with value: 0.7652173913043478.
Trial 34 finished with value: 0.7478260869565216 and parameters: {'l1_ratio': 0.9336930366016521, 'C': 0.03207061212973146}. Best is trial 32 with value: 0.7652173913043478.
Trial 35 finished with value: 0.7217391304347825 and parameters: {'l1_ratio': 0.6875348861649646, 'C': 0.012190000329132061}. Best is trial 32 with value: 0.7652173913043478.
Trial 36 finished with value: 0.7478260869565216 and parameters: {'l1_ratio': 0.7577494464098354, 'C': 0.01949960748169284}. Best is trial 32 with value: 0.7652173913043478.
Trial 37 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.589658367901161, 'C': 0.030530937145268024}. Best is trial 32 with value: 0.7652173913043478.
Trial 38 finished with value: 0.7217391304347825 and parameters: {'l1_ratio': 0.7217908371231295, 'C': 0.010196867183237847}. Best is trial 32 with value: 0.7652173913043478.
Trial 39 finished with value: 0.7217391304347825 and parameters: {'l1_ratio': 0.7912934630698911, 'C': 0.013847912651991203}. Best is trial 32 with value: 0.7652173913043478.
Trial 40 finished with value: 0.7565217391304347 and parameters: {'l1_ratio': 0.9667045772800208, 'C': 0.023670481315121034}. Best is trial 32 with value: 0.7652173913043478.
Trial 41 finished with value: 0.7652173913043478 and parameters: {'l1_ratio': 0.8940220569207571, 'C': 0.019750779315193367}. Best is trial 32 with value: 0.7652173913043478.
Trial 42 finished with value: 0.7565217391304347 and parameters: {'l1_ratio': 0.8869944957307497, 'C': 0.017663800540824618}. Best is trial 32 with value: 0.7652173913043478.
Trial 43 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.949236157329079, 'C': 0.015460666889984605}. Best is trial 32 with value: 0.7652173913043478.
Trial 44 finished with value: 0.7565217391304347 and parameters: {'l1_ratio': 0.8610570245909125, 'C': 0.020724872715269297}. Best is trial 32 with value: 0.7652173913043478.
Trial 45 finished with value: 0.7478260869565216 and parameters: {'l1_ratio': 0.9996077371941526, 'C': 0.035218434568154676}. Best is trial 32 with value: 0.7652173913043478.
Trial 46 finished with value: 0.7217391304347825 and parameters: {'l1_ratio': 0.9155303756308378, 'C': 0.012038256688582232}. Best is trial 32 with value: 0.7652173913043478.
Trial 47 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.8477411603607246, 'C': 0.026834723538709727}. Best is trial 32 with value: 0.7652173913043478.
Trial 48 finished with value: 0.7478260869565218 and parameters: {'l1_ratio': 0.9505369756596991, 'C': 0.018281924230150046}. Best is trial 32 with value: 0.7652173913043478.
Trial 49 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.8255651493448039, 'C': 0.12235222783939587}. Best is trial 32 with value: 0.7652173913043478.
A new study created in memory with name: SPCA_LR
Trial 0 finished with value: 0.6956521739130436 and parameters: {'l1_ratio': 0.43966014084087146, 'C': 0.012135060576925734}. Best is trial 0 with value: 0.6956521739130436.
Trial 1 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.8366926277045783, 'C': 0.3531818313633428}. Best is trial 1 with value: 0.7130434782608696.
Trial 2 finished with value: 0.5826086956521739 and parameters: {'l1_ratio': 0.7116858795638467, 'C': 0.01127674557851842}. Best is trial 1 with value: 0.7130434782608696.
Trial 3 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.7271568090909609, 'C': 0.2926501056447499}. Best is trial 1 with value: 0.7130434782608696.
Trial 4 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.3790598149092753, 'C': 0.0217873520943322}. Best is trial 4 with value: 0.7304347826086957.
Trial 5 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.37311786357295085, 'C': 0.0742044757382088}. Best is trial 4 with value: 0.7304347826086957.
Trial 6 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.13373697530553985, 'C': 0.09173559177702216}. Best is trial 4 with value: 0.7304347826086957.
Trial 7 finished with value: 0.5826086956521739 and parameters: {'l1_ratio': 0.9345057943374023, 'C': 0.013134188128971163}. Best is trial 4 with value: 0.7304347826086957.
Trial 8 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.21306419638292606, 'C': 0.19436033198284694}. Best is trial 4 with value: 0.7304347826086957.
Trial 9 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.04977140924913381, 'C': 0.8899149993609727}. Best is trial 4 with value: 0.7304347826086957.
Trial 10 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.5595226812128019, 'C': 0.0355464474496979}. Best is trial 4 with value: 0.7304347826086957.
Trial 11 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.07662603074288125, 'C': 0.8671605888728929}. Best is trial 4 with value: 0.7304347826086957.
Trial 12 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.02747927524708994, 'C': 0.9262198333828072}. Best is trial 4 with value: 0.7304347826086957.
Trial 13 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.2546409846064032, 'C': 0.04753222425526176}. Best is trial 4 with value: 0.7304347826086957.
Trial 14 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.27062582626340315, 'C': 0.03340251477256477}. Best is trial 4 with value: 0.7304347826086957.
Trial 15 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.007129494569672483, 'C': 0.1539858394062798}. Best is trial 4 with value: 0.7304347826086957.
Trial 16 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.35113647885499405, 'C': 0.4805713821939592}. Best is trial 4 with value: 0.7304347826086957.
Trial 17 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.16465631656049062, 'C': 0.16409113965294536}. Best is trial 4 with value: 0.7304347826086957.
Trial 18 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.14107905544206858, 'C': 0.024295108845955628}. Best is trial 4 with value: 0.7304347826086957.
Trial 19 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.5286596749156509, 'C': 0.075763577938251}. Best is trial 4 with value: 0.7304347826086957.
Trial 20 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.3199111115298331, 'C': 0.6165147680831288}. Best is trial 4 with value: 0.7304347826086957.
Trial 21 finished with value: 0.7391304347826086 and parameters: {'l1_ratio': 0.515466137844458, 'C': 0.026648545186161283}. Best is trial 21 with value: 0.7391304347826086.
Trial 22 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.43635032496673026, 'C': 0.019551809683565822}. Best is trial 21 with value: 0.7391304347826086.
Trial 23 finished with value: 0.6869565217391305 and parameters: {'l1_ratio': 0.5878006119553252, 'C': 0.018851434282426267}. Best is trial 21 with value: 0.7391304347826086.
Trial 24 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.43564814072091795, 'C': 0.04999614094990491}. Best is trial 21 with value: 0.7391304347826086.
Trial 25 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.22208293284028185, 'C': 0.051713747386264435}. Best is trial 21 with value: 0.7391304347826086.
Trial 26 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.08252783596567138, 'C': 0.11492383288500505}. Best is trial 21 with value: 0.7391304347826086.
Trial 27 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.6302824266298632, 'C': 0.027291454656404507}. Best is trial 21 with value: 0.7391304347826086.
Trial 28 finished with value: 0.6869565217391305 and parameters: {'l1_ratio': 0.4779613219381188, 'C': 0.015524809721469073}. Best is trial 21 with value: 0.7391304347826086.
Trial 29 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.4186367007567818, 'C': 0.015642831953137707}. Best is trial 21 with value: 0.7391304347826086.
Trial 30 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.3051254070438574, 'C': 0.011489626903045615}. Best is trial 21 with value: 0.7391304347826086.
Trial 31 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.5348068725425367, 'C': 0.034349027546605425}. Best is trial 21 with value: 0.7391304347826086.
Trial 32 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.37770695406777494, 'C': 0.02151210542539338}. Best is trial 21 with value: 0.7391304347826086.
Trial 33 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.4956894066007415, 'C': 0.03559596068726727}. Best is trial 21 with value: 0.7391304347826086.
Trial 34 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.6087997742611614, 'C': 0.027239884037344626}. Best is trial 21 with value: 0.7391304347826086.
Trial 35 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.7024637692634739, 'C': 0.05922946600119365}. Best is trial 21 with value: 0.7391304347826086.
Trial 36 finished with value: 0.6956521739130436 and parameters: {'l1_ratio': 0.36976306520742674, 'C': 0.010476635412790682}. Best is trial 21 with value: 0.7391304347826086.
Trial 37 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.47637384939736854, 'C': 0.2701372780503472}. Best is trial 21 with value: 0.7391304347826086.
Trial 38 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.5716791612030767, 'C': 0.03546514628727372}. Best is trial 21 with value: 0.7391304347826086.
Trial 39 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.6596509368815197, 'C': 0.10031714866787593}. Best is trial 21 with value: 0.7391304347826086.
Trial 40 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.7547481848860892, 'C': 0.3415987276316641}. Best is trial 21 with value: 0.7391304347826086.
Trial 41 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.04692283026780769, 'C': 0.8821196757135541}. Best is trial 21 with value: 0.7391304347826086.
Trial 42 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.08190058288659499, 'C': 0.5958808355472301}. Best is trial 21 with value: 0.7391304347826086.
Trial 43 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.1929479327335527, 'C': 0.9565941046144085}. Best is trial 21 with value: 0.7391304347826086.
Trial 44 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.001394370085892209, 'C': 0.04229663548131538}. Best is trial 21 with value: 0.7391304347826086.
Trial 45 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.0987722902595816, 'C': 0.44963784219173425}. Best is trial 21 with value: 0.7391304347826086.
Trial 46 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.15146080120615496, 'C': 0.23059829966455625}. Best is trial 21 with value: 0.7391304347826086.
Trial 47 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.2573545047446339, 'C': 0.7461940710573626}. Best is trial 21 with value: 0.7391304347826086.
Trial 48 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.1927754175225507, 'C': 0.41567591207255333}. Best is trial 21 with value: 0.7391304347826086.
Trial 49 finished with value: 0.7304347826086957 and parameters: {'l1_ratio': 0.12696462536552344, 'C': 0.7454251794315694}. Best is trial 21 with value: 0.7391304347826086.
A new study created in memory with name: GSPCA_LR
Trial 0 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.009546425843087403, 'C': 0.019914250985610574}. Best is trial 0 with value: 0.6956521739130435.
Trial 1 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.8423401545330941, 'C': 0.7089458353602699}. Best is trial 0 with value: 0.6956521739130435.
Trial 2 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.22414602842612807, 'C': 0.16913470825370458}. Best is trial 0 with value: 0.6956521739130435.
Trial 3 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.960946008167754, 'C': 0.14083400702901638}. Best is trial 0 with value: 0.6956521739130435.
Trial 4 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.7537325874354455, 'C': 0.6356246143120615}. Best is trial 0 with value: 0.6956521739130435.
Trial 5 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.5617905895850828, 'C': 0.06386651123482356}. Best is trial 0 with value: 0.6956521739130435.
Trial 6 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.6788265112788606, 'C': 0.07008519373328385}. Best is trial 6 with value: 0.7043478260869565.
Trial 7 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.7856386556959994, 'C': 0.1823340460290355}. Best is trial 6 with value: 0.7043478260869565.
Trial 8 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.5747265641064868, 'C': 0.049545665150987135}. Best is trial 8 with value: 0.7130434782608696.
Trial 9 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.8920862414532116, 'C': 0.034765802693588366}. Best is trial 8 with value: 0.7130434782608696.
Trial 10 finished with value: 0.7217391304347827 and parameters: {'l1_ratio': 0.4314432601976653, 'C': 0.010639151385837568}. Best is trial 10 with value: 0.7217391304347827.
Trial 11 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.46053122219457177, 'C': 0.012486875752998384}. Best is trial 10 with value: 0.7217391304347827.
Trial 12 finished with value: 0.7130434782608697 and parameters: {'l1_ratio': 0.45743266561864027, 'C': 0.010663298114624943}. Best is trial 10 with value: 0.7217391304347827.
Trial 13 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.3772489078173578, 'C': 0.011371214314189174}. Best is trial 10 with value: 0.7217391304347827.
Trial 14 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.3474927046449326, 'C': 0.021598629605399593}. Best is trial 10 with value: 0.7217391304347827.
Trial 15 finished with value: 0.6782608695652175 and parameters: {'l1_ratio': 0.6446189270895388, 'C': 0.01240906116294438}. Best is trial 10 with value: 0.7217391304347827.
Trial 16 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.47822710742245106, 'C': 0.0277378648070682}. Best is trial 10 with value: 0.7217391304347827.
Trial 17 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.31824036328284866, 'C': 0.01108760306451391}. Best is trial 10 with value: 0.7217391304347827.
Trial 18 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.20677472734818036, 'C': 0.019080034808368094}. Best is trial 10 with value: 0.7217391304347827.
Trial 19 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.48460876872211445, 'C': 0.03703334132599638}. Best is trial 10 with value: 0.7217391304347827.
Trial 20 finished with value: 0.6521739130434783 and parameters: {'l1_ratio': 0.5565425004720919, 'C': 0.010023205362713127}. Best is trial 10 with value: 0.7217391304347827.
Trial 21 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.609048653617883, 'C': 0.04489955472410992}. Best is trial 10 with value: 0.7217391304347827.
Trial 22 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.6773657298690003, 'C': 0.018481143865650567}. Best is trial 10 with value: 0.7217391304347827.
Trial 23 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.5168446954873043, 'C': 0.01647036952541579}. Best is trial 10 with value: 0.7217391304347827.
Trial 24 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.4264309367974266, 'C': 0.03205994135384751}. Best is trial 10 with value: 0.7217391304347827.
Trial 25 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.5835079017363896, 'C': 0.016005847064132783}. Best is trial 10 with value: 0.7217391304347827.
Trial 26 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.4149025639592272, 'C': 0.02544810172835196}. Best is trial 10 with value: 0.7217391304347827.
Trial 27 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.515665544096534, 'C': 0.04551470779679593}. Best is trial 10 with value: 0.7217391304347827.
Trial 28 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.6432629393076106, 'C': 0.025226456205998928}. Best is trial 10 with value: 0.7217391304347827.
Trial 29 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.07475690673092905, 'C': 0.016975392873507755}. Best is trial 10 with value: 0.7217391304347827.
Trial 30 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.28416452823597316, 'C': 0.014800043680760858}. Best is trial 10 with value: 0.7217391304347827.
Trial 31 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.38515362684347465, 'C': 0.010650575789389894}. Best is trial 10 with value: 0.7217391304347827.
Trial 32 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.3185042048720366, 'C': 0.013406823104810296}. Best is trial 10 with value: 0.7217391304347827.
Trial 33 finished with value: 0.7043478260869566 and parameters: {'l1_ratio': 0.4462731982422159, 'C': 0.010109593109767308}. Best is trial 10 with value: 0.7217391304347827.
Trial 34 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.24679820282135653, 'C': 0.02146364598733889}. Best is trial 10 with value: 0.7217391304347827.
Trial 35 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.372899654072778, 'C': 0.015100760081114259}. Best is trial 10 with value: 0.7217391304347827.
Trial 36 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.5322748064363079, 'C': 0.021489283128364924}. Best is trial 10 with value: 0.7217391304347827.
Trial 37 finished with value: 0.6956521739130436 and parameters: {'l1_ratio': 0.3106859978138364, 'C': 0.014250425021732526}. Best is trial 10 with value: 0.7217391304347827.
Trial 38 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.42167540824994754, 'C': 0.012446587606894141}. Best is trial 10 with value: 0.7217391304347827.
Trial 39 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.7317337218874216, 'C': 0.06737850399338062}. Best is trial 10 with value: 0.7217391304347827.
Trial 40 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.5663167746134967, 'C': 0.09913360690987826}. Best is trial 10 with value: 0.7217391304347827.
Trial 41 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.20236280640616555, 'C': 0.01955210654873401}. Best is trial 10 with value: 0.7217391304347827.
Trial 42 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.1689893959562925, 'C': 0.018142274509569806}. Best is trial 10 with value: 0.7217391304347827.
Trial 43 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.331531071674313, 'C': 0.012278816201889382}. Best is trial 10 with value: 0.7217391304347827.
Trial 44 finished with value: 0.6956521739130435 and parameters: {'l1_ratio': 0.4671443301093901, 'C': 0.013876729864714141}. Best is trial 10 with value: 0.7217391304347827.
Trial 45 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.24166630824962831, 'C': 0.010648191588835268}. Best is trial 10 with value: 0.7217391304347827.
Trial 46 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.37321810521100174, 'C': 0.023578508133636388}. Best is trial 10 with value: 0.7217391304347827.
Trial 47 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.2844545345857095, 'C': 0.019190007628734688}. Best is trial 10 with value: 0.7217391304347827.
Trial 48 finished with value: 0.7043478260869565 and parameters: {'l1_ratio': 0.49267549604362043, 'C': 0.028146026166770133}. Best is trial 10 with value: 0.7217391304347827.
Trial 49 finished with value: 0.7130434782608696 and parameters: {'l1_ratio': 0.16015980984371034, 'C': 0.010449033348895357}. Best is trial 10 with value: 0.7217391304347827.
A new study created in memory with name: PCA_LGBM
Trial 0 finished with value: 0.993103448275862 and parameters: {'num_leaves': 73, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 1 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 65, 'max_depth': 16, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 2 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 89, 'max_depth': 7, 'min_child_samples': 5}. Best is trial 0 with value: 0.993103448275862.
Trial 3 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 72, 'max_depth': 10, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 4 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 39, 'max_depth': 9, 'min_child_samples': 2}. Best is trial 0 with value: 0.993103448275862.
Trial 5 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 51, 'max_depth': 3, 'min_child_samples': 2}. Best is trial 0 with value: 0.993103448275862.
Trial 6 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 29, 'max_depth': 4, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 7 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 67, 'max_depth': 17, 'min_child_samples': 2}. Best is trial 0 with value: 0.993103448275862.
Trial 8 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 20, 'max_depth': 20, 'min_child_samples': 5}. Best is trial 0 with value: 0.993103448275862.
Trial 9 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 69, 'max_depth': 20, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 10 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 98, 'max_depth': 14, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 11 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 81, 'max_depth': 13, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 12 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 56, 'max_depth': 16, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 13 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 43, 'max_depth': 17, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 14 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 80, 'max_depth': 5, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 15 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 61, 'max_depth': 12, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
Trial 16 finished with value: 0.9793103448275862 and parameters: {'num_leaves': 84, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 0 with value: 0.993103448275862.
Trial 17 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 98, 'max_depth': 14, 'min_child_samples': 3}. Best is trial 0 with value: 0.993103448275862.
Trial 18 finished with value: 0.9862068965517242 and parameters: {'num_leaves': 48, 'max_depth': 10, 'min_child_samples': 4}. Best is trial 0 with value: 0.993103448275862.
